net,length_um
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[8\],34.245
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.act_val\[3\],34.21
_1256_,34.1
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[4\],34.02
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.act_val\[4\],33.8
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[10\],33.64
clknet_leaf_31_clk,33.62
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[1\],33.54
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[11\],33.54
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[1\],33.5
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.act_val\[3\],33.48
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[7\],33.38
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[2\],33.36
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[3\],33.36
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[3\],33.2
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.act_val\[3\],33.16
_1305_,33.12
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.act_val\[5\],33.08
u_pe_array.u_fifo2.count\[0\],33.02
_2375_,32.94
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.w_reg\[1\],32.94
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[9\],32.88
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[11\],32.82
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[7\],32.82
_0765_,32.74
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.act_val\[3\],32.68
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[4\],32.68
_1376_,32.64
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.act_val\[1\],32.56
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[8\],32.535
_2880_,32.47
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[3\],32.44
_1597_,32.33
net95,32.3
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[10\],32.25
_2814_,32.18
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[5\],32.14
_2932_,32.1
_1991_,32.08
_0735_,32.04
_1347_,32.04
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.act_val\[3\],32.04
_3222_,32.015
_0865_,31.9
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[9\],31.9
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[2\],31.9
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[6\],31.82
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.move_reg\[10\],31.74
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[3\],31.64
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.act_val\[5\],31.62
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[6\],31.52
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[12\],31.42
clknet_leaf_15_clk,31.42
_2549_,31.2
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.act_val\[2\],31.195
_1487_,31.13
_1260_,31.12
_1135_,31.1
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.act_val\[5\],31.06
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[1\],31.04
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[12\],31.035
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[4\],31
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.move_reg\[9\],30.84
u_pe_array.u_fifo1.count\[0\],30.84
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[6\],30.8
_2641_,30.74
_2112_,30.68
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[8\],30.65
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.act_val\[0\],30.635
_1170_,30.58
_2007_,30.58
_2418_,30.52
u_pe_array.u_fifo1.count\[2\],30.5
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[10\],30.495
_1454_,30.48
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[9\],30.48
_1603_,30.3
_2150_,30.3
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.act_val\[1\],30.26
_2563_,30.2
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[1\],30.14
_1922_,30.1
_1543_,30.08
_1216_,30.045
_0998_,29.98
_2712_,29.93
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.w_buffer\[0\],29.92
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[5\],29.92
_1397_,29.86
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.act_val\[0\],29.84
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.act_val\[5\],29.84
u_pe_array.u_fifo2.buffer\[6\]\[1\],29.84
_2274_,29.82
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[5\],29.8
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[6\],29.76
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[4\],29.76
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[8\],29.6
_2447_,29.59
_1775_,29.58
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[4\],29.44
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[3\],29.35
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[12\],29.28
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[2\],29.24
_3033_,29.19
_2519_,29.18
clknet_leaf_72_clk,29.08
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[5\],28.995
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[6\],28.98
_1431_,28.92
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.w_reg\[1\],28.92
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.w_buffer\[1\],28.86
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[9\],28.84
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[10\],28.84
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[7\],28.78
_1471_,28.765
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[3\],28.74
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[3\],28.74
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[3\],28.74
_1608_,28.72
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.act_val\[0\],28.66
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[9\],28.64
_1702_,28.58
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.w_buffer\[1\],28.36
_2025_,28.34
_1477_,28.3
_2243_,28.14
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[2\],28.12
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.act_val\[5\],28
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.act_val\[3\],27.92
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[3\],27.89
u_pe_array.u_fifo2.wr_ptr\[2\],27.82
_0902_,27.78
_1334_,27.77
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[11\],27.76
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.move_reg\[8\],27.7
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[7\],27.64
_1533_,27.6
_2085_,27.58
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[2\],27.58
_1528_,27.56
_2830_,27.56
_1791_,27.5
u_fsm.ch_cnt\[1\],27.5
net198,27.5
_1794_,27.48
_1060_,27.4
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[4\],27.375
_0797_,27.36
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.act_val\[5\],27.24
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[6\],27.24
_0791_,27.22
_2146_,27.22
_1958_,27.16
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[11\],27.08
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.w_buffer\[0\],27.08
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.w_buffer\[1\],27.04
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[6\],27.035
_1530_,27.02
_1637_,26.88
_0786_,26.86
_2683_,26.82
_1884_,26.8
_2000_,26.785
_0889_,26.76
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[5\],26.74
_0897_,26.68
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[5\],26.66
u_pe_array.u_fifo2.buffer\[7\]\[5\],26.64
_3086_,26.62
_1968_,26.61
_1265_,26.6
_3136_,26.6
_2966_,26.58
_2728_,26.56
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[1\],26.54
_3009_,26.5
net193,26.44
_2430_,26.42
_0821_,26.4
_2565_,26.38
_1931_,26.36
_1629_,26.34
_2331_,26.34
_1733_,26.24
_2465_,26.22
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[2\],26.2
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[1\],26.18
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[3\],26.06
_1887_,26.02
_2791_,26.02
_1261_,26
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[11\],25.98
net91,25.98
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[4\],25.96
net209,25.94
_0779_,25.82
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.move_reg\[8\],25.77
_2271_,25.74
_2792_,25.67
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[8\],25.66
_2149_,25.64
net108,25.62
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[4\],25.54
_2739_,25.52
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[1\],25.52
_1107_,25.42
_1080_,25.4
u_pe_array.u_fifo1.buffer\[7\]\[5\],25.4
_2648_,25.38
_2262_,25.32
u_pe_array.u_fifo2.count\[3\],25.3
_2067_,25.26
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[1\],25.24
_2022_,25.18
_2053_,25.14
_2328_,25.04
_2690_,25.04
_2837_,25.04
net184,25.04
_0724_,24.98
_1123_,24.98
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[8\],24.98
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.move_reg\[10\],24.92
_0928_,24.89
_1600_,24.84
u_fsm.state\[1\],24.84
_1576_,24.82
_1526_,24.8
_3153_,24.8
_2240_,24.74
u_fsm.cnt\[3\],24.72
_0956_,24.62
_1193_,24.62
_3047_,24.58
_1094_,24.56
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[12\],24.53
_1712_,24.52
_2288_,24.44
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[2\],24.44
_2199_,24.36
_2026_,24.34
_1729_,24.33
_2733_,24.3
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[9\],24.3
_3063_,24.28
_3165_,24.28
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[3\],24.28
_2110_,24.24
_1473_,24.18
_2672_,24.02
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[4\],24
_1241_,23.97
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[11\],23.945
_1196_,23.94
_0911_,23.92
_2730_,23.92
_2526_,23.84
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[11\],23.84
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.act_val\[1\],23.8
_2439_,23.78
_0803_,23.62
u_pe_array.u_fifo2.rd_ptr\[3\],23.62
_0909_,23.6
_2020_,23.6
_2216_,23.58
_2261_,23.52
u_pe_array.u_fifo2.count\[2\],23.52
_1502_,23.5
_2704_,23.5
_2974_,23.48
u_fsm.v_cnt\[0\],23.48
_1201_,23.44
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.act_val\[2\],23.44
_1420_,23.36
_0912_,23.34
_2698_,23.3
_2818_,23.28
_1315_,23.2
_1900_,23.16
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[3\],23.13
_1443_,23.08
_1877_,23.06
_2054_,22.94
_2127_,22.92
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[0\],22.92
_1228_,22.9
u_pe_array.u_fifo1.buffer\[2\]\[3\],22.885
_1026_,22.86
_2305_,22.845
_1975_,22.76
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[6\],22.76
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[12\],22.76
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[10\],22.655
_1453_,22.64
_1074_,22.62
_1359_,22.6
_1421_,22.6
_2695_,22.6
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[2\],22.56
_1064_,22.54
_2041_,22.52
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[1\],22.52
_1489_,22.5
_1070_,22.46
u_fsm.v_cnt\[1\],22.45
_0947_,22.42
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[10\],22.42
_2077_,22.4
u_pe_array.u_fifo1.buffer\[0\]\[4\],22.4
_1504_,22.3
psum_out0[1],22.29
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[9\],22.28
_1523_,22.24
_1689_,22.24
_2311_,22.18
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[0\],22.12
_1262_,22.06
_3296_,22.06
_2407_,21.98
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[0\],21.97
_3077_,21.94
_1266_,21.92
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[3\],21.92
_1264_,21.9
_2760_,21.9
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[11\],21.88
_2401_,21.85
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[11\],21.84
net93,21.84
_1595_,21.82
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[2\],21.82
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[1\],21.82
net418,21.8
_3300_,21.775
_2043_,21.76
_1596_,21.72
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[12\],21.72
_3079_,21.66
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[0\],21.66
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[11\],21.66
_1298_,21.64
_2528_,21.62
_1046_,21.6
_1139_,21.58
_2381_,21.545
_0731_,21.54
_2603_,21.54
_1864_,21.48
_2165_,21.475
_3286_,21.46
u_pe_array.u_fifo2.buffer\[5\]\[4\],21.44
net810,21.44
_1989_,21.325
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[11\],21.32
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[8\],21.32
_2018_,21.24
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.act_val\[4\],21.24
_1311_,21.21
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[11\],21.1
_2928_,21.09
_1709_,21.06
_0782_,21.02
_1876_,21.02
_2153_,20.96
_2955_,20.92
_2841_,20.9
_3053_,20.9
_1267_,20.88
_2335_,20.86
_1467_,20.84
_0783_,20.82
_0959_,20.76
psum_out0[11],20.73
_1208_,20.72
_1926_,20.72
u_pe_array.u_fifo1.rd_ptr\[3\],20.72
u_pe_array.u_fifo2.wr_ptr\[3\],20.72
_2289_,20.665
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.act_val\[2\],20.655
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.w_buffer\[1\],20.62
_1722_,20.56
_2399_,20.54
_2223_,20.5
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[5\],20.5
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[2\],20.44
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[6\],20.44
_2433_,20.38
_2780_,20.38
_2238_,20.36
_1212_,20.34
_2090_,20.33
_2016_,20.325
_2783_,20.32
_1355_,20.27
_1034_,20.26
_2804_,20.24
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[12\],20.24
_1512_,20.2
u_fsm.ch_cnt\[0\],20.2
net89,20.2
net176,20.2
_1220_,20.145
_2010_,20.14
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[4\],20.12
_2323_,20.08
_1292_,20.02
_1417_,20.02
_1469_,20
_1999_,20
_2108_,20
_2100_,19.96
_1906_,19.92
_2533_,19.92
net40,19.92
_2847_,19.86
_1177_,19.84
_1911_,19.82
_2957_,19.82
_1210_,19.805
_1758_,19.8
u_pe_array.u_fifo1.buffer\[0\]\[1\],19.78
_2080_,19.76
_1058_,19.755
_1243_,19.74
_2125_,19.74
_0840_,19.725
_1096_,19.68
_1466_,19.68
_2488_,19.68
_1342_,19.62
_2693_,19.605
_3074_,19.6
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[2\],19.6
_2713_,19.58
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[11\],19.56
_3051_,19.555
_1183_,19.54
_1377_,19.54
_2015_,19.54
_2296_,19.54
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[0\],19.44
_2602_,19.42
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[12\],19.42
_1184_,19.4
_1336_,19.4
h_in0[3],19.4
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[1\],19.4
w_in_flat[7],19.4
net162,19.38
_1984_,19.365
_2651_,19.36
u_pe_array.u_fifo2.buffer\[5\]\[1\],19.36
_1432_,19.32
_1572_,19.315
_2583_,19.3
_1711_,19.28
u_fsm.next_state\[1\],19.28
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[3\],19.28
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.w_reg\[1\],19.28
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[12\],19.28
_1912_,19.24
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[5\],19.22
_3180_,19.2
_0954_,19.14
_2176_,19.14
_2444_,19.14
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[6\],19.09
_2856_,19.08
_2861_,19.06
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[0\],19.06
_2297_,19.055
u_pe_array.u_fifo1.buffer\[6\]\[1\],19.045
_1854_,19.04
u_fsm.state\[2\],19.04
_2044_,18.96
_3032_,18.96
u_pe_array.u_fifo1.buffer\[3\]\[2\],18.86
_1620_,18.85
_2527_,18.85
_1088_,18.84
_1741_,18.815
_1205_,18.81
_1616_,18.8
_2119_,18.8
_2014_,18.72
_2348_,18.64
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[12\],18.64
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[5\],18.64
u_pe_array.u_fifo2.buffer\[1\]\[5\],18.625
_0727_,18.62
_1357_,18.62
_0338_,18.6
_0802_,18.58
_1335_,18.54
u_pe_array.u_fifo2.buffer\[7\]\[1\],18.54
_1761_,18.52
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[5\],18.52
_1056_,18.5
_1445_,18.5
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[11\],18.5
_2975_,18.48
_2511_,18.46
_1492_,18.44
u_pe_array.u_fifo2.buffer\[8\]\[1\],18.44
_2208_,18.38
_3157_,18.38
_1756_,18.36
_1896_,18.36
_2028_,18.36
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[8\],18.3
_2618_,18.28
_0133_,18.26
_1263_,18.26
_1938_,18.2
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[1\],18.16
u_pe_array.u_fifo1.wr_ptr\[2\],18.125
_2515_,18.1
_2362_,18.06
_2898_,18.04
_1553_,18.02
_2385_,18.02
_1194_,17.96
_1918_,17.94
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[2\],17.94
_2313_,17.925
_2405_,17.92
start,17.92
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[12\],17.86
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[12\],17.86
_2089_,17.83
u_fsm.v_cnt\[2\],17.82
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[0\],17.82
u_pe_array.u_fifo1.buffer\[4\]\[5\],17.82
_0053_,17.8
_2304_,17.8
_2980_,17.8
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[4\],17.78
_0335_,17.74
_2628_,17.74
_1549_,17.72
_3020_,17.7
u_pe_array.u_fifo2.buffer\[4\]\[1\],17.7
_2076_,17.68
_2487_,17.68
_2945_,17.68
_1206_,17.66
_2231_,17.66
_2890_,17.66
_2960_,17.66
_1462_,17.62
_2912_,17.62
_1439_,17.58
_2254_,17.58
_2862_,17.58
_1481_,17.52
_1831_,17.48
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.move_reg\[12\],17.48
_0131_,17.46
_1182_,17.44
_1585_,17.44
_2820_,17.44
net87,17.44
net88,17.44
_2560_,17.42
_2934_,17.42
_3010_,17.42
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[0\],17.34
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[0\],17.34
_1224_,17.28
_1441_,17.28
_2198_,17.28
_2477_,17.28
_2573_,17.28
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[6\],17.28
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[7\],17.26
_1231_,17.255
_2910_,17.24
u_pe_array.u_fifo1.count\[3\],17.24
_1790_,17.22
_2421_,17.21
u_pe_array.u_fifo1.buffer\[4\]\[4\],17.18
clknet_leaf_68_clk,17.18
_1268_,17.16
_1638_,17.12
v_in0[1],17.1
_2871_,17.07
_1219_,17.06
_0795_,17.02
_1525_,17.02
_1539_,17
_2798_,17
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.move_reg\[7\],16.98
_2095_,16.96
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[0\],16.96
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[2\],16.955
_2505_,16.94
_2670_,16.94
_2212_,16.93
_1532_,16.9
_1589_,16.9
u_pe_array.u_fifo2.buffer\[4\]\[4\],16.9
_1278_,16.88
_0450_,16.84
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.move_reg\[11\],16.84
_0966_,16.82
_1321_,16.82
_2151_,16.8
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.w_buffer\[1\],16.8
u_pe_array.u_fifo1.buffer\[8\]\[1\],16.77
_3229_,16.76
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[0\],16.62
_2250_,16.6
_2448_,16.6
_2594_,16.6
_0166_,16.52
_2539_,16.48
net175,16.44
_1935_,16.42
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[6\],16.42
_1983_,16.38
_1381_,16.35
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[0\],16.34
_0895_,16.32
_1767_,16.32
_2217_,16.3
_2092_,16.28
_3142_,16.28
_0596_,16.26
_1708_,16.25
_1307_,16.22
_1937_,16.22
_2593_,16.22
_0370_,16.2
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[1\],16.2
net797,16.2
_1398_,16.18
_2794_,16.18
_1330_,16.17
_2577_,16.16
_1300_,16.14
u_fsm.h_cnt\[0\],16.14
_2473_,16.1
_3108_,16.1
h_in1[2],16.09
_1634_,16.08
_1772_,16.08
_1084_,16.02
_2776_,16.02
u_pe_array.u_fifo2.buffer\[6\]\[5\],16.02
_1735_,15.98
_2935_,15.94
u_pe_array.u_fifo1.buffer\[4\]\[2\],15.92
_3140_,15.905
_2937_,15.88
_2802_,15.875
_1697_,15.86
u_pe_array.u_fifo1.buffer\[6\]\[3\],15.855
_1093_,15.8
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[5\],15.8
net807,15.76
_2614_,15.72
_3323_,15.72
_2195_,15.71
u_pe_array.u_fifo2.buffer\[2\]\[4\],15.705
_3318_,15.7
_2866_,15.68
_2574_,15.64
_2537_,15.635
_3041_,15.62
_2717_,15.575
_1312_,15.56
u_pe_array.u_fifo1.buffer\[1\]\[1\],15.54
_2008_,15.525
_1976_,15.505
_0934_,15.5
_2352_,15.5
_2512_,15.48
_3104_,15.48
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[11\],15.48
_2104_,15.44
u_pe_array.u_fifo2.count\[1\],15.42
_2320_,15.4
_1928_,15.38
_2266_,15.38
_2860_,15.38
net284,15.38
_0067_,15.345
_2013_,15.34
net200,15.34
_2192_,15.32
_0854_,15.28
_2991_,15.28
_2668_,15.26
_2779_,15.26
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[6\],15.24
u_pe_array.u_fifo2.buffer\[0\]\[1\],15.24
_3029_,15.22
