net,length_um
_3113_,17.8
u_pe_array.u_fifo1.buffer\[5\]\[0\],17.8
_1248_,17.78
u_pe_array.u_fifo1.buffer\[3\]\[3\],17.78
u_pe_array.u_fifo2.buffer\[1\]\[2\],17.78
net50,17.78
u_pe_array.u_fifo2.buffer\[6\]\[3\],17.765
net354,17.76
_1823_,17.74
_1850_,17.74
_2207_,17.74
_3156_,17.74
_0851_,17.68
_2260_,17.64
_2306_,17.64
_3244_,17.62
_3268_,17.62
_3344_,17.62
_0304_,17.6
_3350_,17.6
u_pe_array.act_from_right\[8\]\[9\],17.56
net443,17.56
_1090_,17.54
_0535_,17.52
_1016_,17.52
_2046_,17.52
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[3\],17.52
_1384_,17.5
_0981_,17.485
_2240_,17.48
_0541_,17.46
_1212_,17.46
_3157_,17.46
u_pe_array.act_from_right\[8\]\[6\],17.45
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[0\],17.44
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[7\],17.44
_1723_,17.42
net226,17.41
_2426_,17.4
_2778_,17.365
_1771_,17.36
_3385_,17.36
_1757_,17.34
_2093_,17.34
u_pe_array.u_fifo1.buffer\[5\]\[3\],17.34
_1234_,17.32
_2908_,17.32
net155,17.32
_1800_,17.3
_2147_,17.3
_2258_,17.28
u_pe_array.u_fifo2.buffer\[3\]\[1\],17.28
net263,17.28
_3296_,17.26
u_pe_array.u_fifo1.buffer\[3\]\[5\],17.24
_2328_,17.21
_1805_,17.2
_2447_,17.2
_1147_,17.18
_3011_,17.18
net472,17.18
_2115_,17.16
_1368_,17.155
_0884_,17.1
_2326_,17.1
_2923_,17.1
u_pe_array.act_from_down\[9\]\[11\],17.1
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[12\],17.1
u_pe_array.u_fifo2.buffer\[2\]\[5\],17.085
u_pe_array.u_fifo2.buffer\[6\]\[0\],17.065
_1874_,17.06
_2427_,17.06
_2947_,17.06
_3071_,17.06
u_pe_array.act_from_up\[12\]\[11\],17.06
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[6\],17.06
_1582_,17.04
_1603_,17.02
_3258_,17
_0299_,16.98
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[10\],16.98
_1815_,16.96
_2226_,16.96
u_pe_array.act_from_right\[13\]\[0\],16.96
_1820_,16.94
_1349_,16.92
_0178_,16.9
net294,16.9
_1134_,16.88
_1168_,16.88
_2699_,16.88
_3267_,16.88
net773,16.88
_2386_,16.86
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[10\],16.86
net150,16.86
_2439_,16.84
_3173_,16.84
_3384_,16.8
_0354_,16.78
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[12\],16.78
u_pe_array.u_fifo1.buffer\[1\]\[3\],16.78
_1382_,16.76
_3126_,16.76
_0557_,16.72
_0305_,16.7
_1799_,16.7
_2168_,16.7
_3198_,16.7
u_pe_array.act_from_up\[12\]\[10\],16.7
_2779_,16.68
_0996_,16.62
_1039_,16.62
_1107_,16.6
_2708_,16.6
u_pe_array.act_from_up\[12\]\[4\],16.6
u_pe_array.u_fifo2.buffer\[1\]\[0\],16.6
net240,16.6
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[0\],16.575
_1228_,16.56
_1974_,16.54
_2018_,16.52
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[6\],16.52
net142,16.52
net162,16.52
_2766_,16.48
_2898_,16.48
u_pe_array.act_from_up\[6\]\[3\],16.48
_1156_,16.46
_1810_,16.46
_2376_,16.46
_2675_,16.46
_3366_,16.42
_2591_,16.38
_2825_,16.36
u_pe_array.act_from_down\[9\]\[8\],16.36
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.move_reg\[12\],16.36
net47,16.36
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[2\],16.34
_1717_,16.32
_1887_,16.32
_1514_,16.3
_1525_,16.3
_2140_,16.3
_2746_,16.3
_2558_,16.28
_1869_,16.24
_3260_,16.24
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[0\],16.24
_1067_,16.22
_2296_,16.22
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.move_reg\[11\],16.22
net481,16.22
_1713_,16.2
_1811_,16.2
_1991_,16.2
_2962_,16.2
_2936_,16.18
_1362_,16.175
net265,16.14
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[2\],16.12
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[0\],16.12
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[4\],16.12
_1376_,16.11
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.move_reg\[7\],16.11
_0699_,16.1
_2592_,16.1
_2700_,16.1
net128,16.1
_2122_,16.08
_2595_,16.06
net439,16.06
u_pe_array.u_fifo2.buffer\[6\]\[1\],16.045
net514,16.02
_1214_,16
u_fsm.cnt\[0\],15.99
u_pe_array.u_fifo2.buffer\[6\]\[4\],15.965
_0867_,15.925
u_pe_array.u_fifo2.buffer\[6\]\[5\],15.925
_2196_,15.92
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[9\],15.92
net457,15.92
_1570_,15.915
_1675_,15.915
net43,15.9
net584,15.9
_1644_,15.88
_1180_,15.86
_1365_,15.84
_2355_,15.835
_3090_,15.82
u_pe_array.u_fifo2.buffer\[8\]\[1\],15.8
_2171_,15.76
u_pe_array.act_from_down\[9\]\[2\],15.76
_1835_,15.75
net295,15.74
_2390_,15.72
_2703_,15.72
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[12\],15.72
_1689_,15.7
_2407_,15.7
u_pe_array.u_fifo1.buffer\[5\]\[4\],15.7
net261,15.7
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.move_reg\[12\],15.68
_1814_,15.66
u_fsm.ch_cnt\[0\],15.66
_0558_,15.645
_1789_,15.64
_1944_,15.64
_2112_,15.64
_2067_,15.62
_2276_,15.62
_1927_,15.6
u_pe_array.act_from_right\[2\]\[9\],15.6
u_pe_array.act_from_up\[4\]\[0\],15.58
_2070_,15.56
u_pe_array.u_fifo2.buffer\[1\]\[5\],15.56
net544,15.56
_1788_,15.54
_0314_,15.5
_2496_,15.5
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[8\],15.48
_2363_,15.46
net502,15.46
net568,15.46
_0887_,15.44
_1070_,15.44
_1633_,15.42
_3221_,15.4
net934,15.4
_1589_,15.36
psum_out0[9],15.36
_1037_,15.32
_2058_,15.32
u_pe_array.u_fifo2.buffer\[3\]\[4\],15.32
net210,15.32
_0870_,15.3
_2565_,15.3
_2887_,15.3
_3264_,15.3
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[1\],15.285
_1685_,15.28
_1917_,15.28
_2759_,15.28
start,15.28
_2383_,15.26
u_pe_array.u_fifo2.buffer\[0\]\[3\],15.26
net215,15.245
_2845_,15.24
_2857_,15.22
_1001_,15.2
_2580_,15.18
u_pe_array.act_from_down\[11\]\[6\],15.18
_1895_,15.16
_2289_,15.16
_2179_,15.1
u_pe_array.act_from_left\[13\]\[0\],15.06
_0215_,15.045
_2402_,15.04
_3513_,15.04
net283,15.02
net845,15.02
net606,15
_1968_,14.98
net492,14.98
_1414_,14.96
_0445_,14.94
_2360_,14.94
_1879_,14.92
_2698_,14.92
net389,14.92
_1626_,14.9
psum_out1[9],14.9
_1244_,14.88
_1976_,14.875
_3151_,14.87
_1529_,14.86
_2781_,14.86
_0084_,14.84
u_pe_array.act_from_up\[4\]\[7\],14.84
_0236_,14.82
u_pe_array.act_from_right\[0\]\[12\],14.82
_2435_,14.805
net250,14.8
net299,14.8
_1190_,14.78
_3289_,14.76
net867,14.76
_1348_,14.74
_2776_,14.74
_3215_,14.74
u_pe_array.u_fifo1.wr_ptr\[3\],14.74
_1890_,14.7
_1242_,14.66
_1857_,14.66
_2432_,14.64
net85,14.64
u_pe_array.u_fifo1.buffer\[6\]\[1\],14.62
net723,14.62
_0599_,14.6
_1861_,14.58
_2578_,14.58
_1670_,14.56
_2465_,14.55
_1059_,14.54
_1935_,14.54
_2323_,14.54
u_pe_array.act_from_right\[8\]\[0\],14.54
_0560_,14.52
_1260_,14.5
_1780_,14.5
_1847_,14.5
_2100_,14.5
_2701_,14.5
net641,14.5
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[0\],14.48
_0868_,14.46
_2922_,14.46
_3297_,14.46
_3438_,14.46
u_pe_array.act_from_left\[13\]\[4\],14.46
net370,14.46
_1524_,14.44
_2951_,14.42
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[10\],14.42
_2254_,14.4
_1097_,14.38
_3460_,14.36
net187,14.36
_2623_,14.34
net298,14.325
_0527_,14.32
_2187_,14.32
_1091_,14.3
_1302_,14.3
_3307_,14.3
net173,14.3
net744,14.3
_2682_,14.29
_2022_,14.28
_3386_,14.28
_1619_,14.26
_2053_,14.26
_3208_,14.26
_2896_,14.24
_1177_,14.23
_2773_,14.22
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[2\],14.22
net380,14.22
_3023_,14.21
_2208_,14.2
_2344_,14.2
u_fsm.h_cnt\[1\],14.2
_2303_,14.18
_2594_,14.18
_0638_,14.165
_1335_,14.14
_1530_,14.14
_2477_,14.14
_3122_,14.14
u_pe_array.u_fifo1.buffer\[4\]\[3\],14.14
net243,14.14
u_pe_array.act_from_right\[0\]\[11\],14.12
net533,14.12
_1932_,14.1
_2190_,14.1
u_pe_array.act_from_up\[14\]\[9\],14.1
_1028_,14.06
_1054_,14.06
_1520_,14.06
_2541_,14.06
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[9\],14.06
_1232_,14.045
_3220_,14.04
u_pe_array.u_fifo1.buffer\[1\]\[5\],14.02
net121,14.02
_1322_,14.015
_1939_,14
_1559_,13.98
_1616_,13.98
u_pe_array.u_fifo1.buffer\[4\]\[0\],13.98
_2762_,13.975
_0675_,13.965
_1049_,13.96
u_pe_array.act_from_right\[5\]\[2\],13.96
u_pe_array.u_fifo2.buffer\[1\]\[3\],13.96
net349,13.96
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[4\],13.94
_1831_,13.93
_3022_,13.91
_1985_,13.9
_3206_,13.9
net242,13.88
net396,13.88
_1573_,13.875
_1181_,13.87
_1918_,13.86
_2631_,13.84
_3290_,13.84
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.act_val\[3\],13.84
net715,13.84
net855,13.84
_1896_,13.8
_2225_,13.8
_2330_,13.78
net603,13.78
u_pe_array.u_fifo1.buffer\[2\]\[3\],13.765
_1366_,13.76
_2066_,13.76
_3167_,13.76
_1022_,13.73
_2564_,13.72
_2704_,13.72
_2768_,13.72
_1652_,13.7
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[0\],13.7
_1338_,13.68
_1620_,13.68
net717,13.68
net382,13.66
_1236_,13.65
_1924_,13.64
_2787_,13.64
_2965_,13.64
u_pe_array.act_from_down\[3\]\[11\],13.62
net324,13.62
_1051_,13.58
net463,13.58
_2056_,13.575
_1743_,13.56
_3176_,13.56
u_pe_array.act_from_right\[0\]\[4\],13.56
net878,13.56
_1096_,13.54
_1143_,13.53
_2352_,13.52
_2513_,13.52
u_pe_array.act_from_right\[8\]\[3\],13.52
_3203_,13.51
_2077_,13.505
_0452_,13.5
_0970_,13.5
_1297_,13.5
_1554_,13.5
_1766_,13.5
_1818_,13.5
net434,13.5
net636,13.5
net691,13.5
net769,13.5
_1372_,13.485
_0103_,13.48
_1513_,13.48
_2381_,13.48
_3165_,13.48
u_pe_array.u_fifo1.buffer\[2\]\[4\],13.48
net660,13.48
_1787_,13.46
_1812_,13.46
u_pe_array.act_from_right\[10\]\[9\],13.46
_0566_,13.44
_2865_,13.44
_3072_,13.44
_3424_,13.44
net340,13.42
net825,13.42
_1392_,13.4
_2291_,13.4
_1851_,13.38
_3152_,13.38
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[10\],13.38
net56,13.38
net83,13.38
_2994_,13.36
u_pe_array.u_fifo2.buffer\[0\]\[1\],13.36
net257,13.36
net188,13.32
net456,13.32
net637,13.32
_2603_,13.31
u_pe_array.u_fifo1.buffer\[5\]\[2\],13.3
net866,13.3
net903,13.3
u_pe_array.act_from_up\[6\]\[0\],13.28
net697,13.28
_0629_,13.265
_1395_,13.26
_3298_,13.26
net509,13.26
net55,13.255
_2634_,13.25
_2540_,13.24
_1834_,13.22
_0982_,13.2
_1819_,13.2
u_pe_array.act_from_down\[3\]\[10\],13.2
_1826_,13.18
_3048_,13.175
_0901_,13.16
_3376_,13.16
_1346_,13.14
_2023_,13.14
_0687_,13.12
_1017_,13.12
_3336_,13.12
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[8\],13.12
_2145_,13.1
_0565_,13.08
u_pe_array.act_from_right\[0\]\[5\],13.08
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[9\],13.08
net201,13.08
net397,13.08
_3143_,13.07
_2185_,13.065
_1496_,13.06
_1532_,13.06
_2385_,13.06
_2301_,13.04
_2561_,13.04
_2854_,13.04
_3374_,13.04
u_pe_array.act_from_down\[9\]\[9\],13.04
u_pe_array.act_from_up\[12\]\[7\],13.04
net539,13.04
_1271_,13.02
_2210_,13.02
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[4\],13.02
net505,13.005
_2732_,13
_0975_,12.98
_1053_,12.98
_2911_,12.98
_0280_,12.96
_1497_,12.96
_1856_,12.96
net494,12.96
_1081_,12.945
_1030_,12.92
_1984_,12.92
_2085_,12.9
_2523_,12.9
_1227_,12.88
_1264_,12.88
u_pe_array.act_from_down\[1\]\[12\],12.88
net727,12.86
net753,12.86
_0139_,12.84
_0420_,12.84
_1954_,12.84
_2612_,12.84
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[12\],12.84
u_pe_array.u_fifo2.buffer\[8\]\[0\],12.84
net112,12.84
net390,12.84
net823,12.84
_3184_,12.82
net347,12.78
net405,12.78
net581,12.78
_1842_,12.77
_2770_,12.76
net127,12.76
net291,12.76
_0032_,12.74
_1744_,12.74
u_pe_array.act_from_left\[5\]\[1\],12.74
net566,12.74
_2353_,12.72
net124,12.72
net220,12.72
_1870_,12.7
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[4\],12.7
w_in_flat[0],12.7
w_in_flat[1],12.7
w_in_flat[2],12.7
w_in_flat[3],12.7
net488,12.7
_0082_,12.68
u_pe_array.act_from_up\[14\]\[5\],12.68
_0186_,12.66
_0339_,12.66
_2789_,12.66
_3456_,12.66
u_pe_array.act_from_left\[15\]\[9\],12.64
_0133_,12.62
_1209_,12.62
_2366_,12.62
net831,12.62
net936,12.62
_0122_,12.6
net790,12.6
net846,12.6
_0482_,12.58
_1360_,12.58
_3286_,12.58
u_pe_array.act_from_right\[0\]\[0\],12.58
net564,12.58
_1486_,12.56
_2758_,12.56
_2892_,12.56
_0630_,12.54
_1512_,12.54
_3342_,12.52
net34,12.52
_2848_,12.5
_2932_,12.5
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.move_reg\[12\],12.5
u_pe_array.u_fifo2.buffer\[7\]\[3\],12.5
net594,12.5
net611,12.5
net66,12.48
_2186_,12.46
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[11\],12.46
net109,12.46
net164,12.46
net726,12.46
net801,12.46
_0332_,12.445
_1650_,12.44
_3068_,12.44
net401,12.42
_0676_,12.4
net795,12.4
net894,12.4
_1791_,12.38
_2319_,12.38
u_pe_array.u_fifo2.buffer\[8\]\[3\],12.38
net67,12.38
net877,12.38
_2560_,12.36
_1316_,12.34
_1640_,12.34
_2537_,12.34
_3306_,12.34
net445,12.34
_0812_,12.32
_0226_,12.3
_0669_,12.3
_0980_,12.3
net600,12.3
net208,12.28
_2076_,12.275
_1089_,12.26
_2765_,12.26
_0274_,12.24
_0456_,12.24
_1431_,12.24
_1501_,12.24
_2568_,12.24
_3253_,12.24
_3426_,12.24
h_in0[0],12.24
v_in0[0],12.24
net461,12.24
_1420_,12.23
_1358_,12.22
_3269_,12.22
net357,12.22
net411,12.22
net764,12.22
_1231_,12.2
_2257_,12.2
net65,12.2
_2415_,12.18
_2780_,12.18
net312,12.18
_1222_,12.16
_1307_,12.16
_1445_,12.16
_2445_,12.16
_2832_,12.16
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.w_out\[1\],12.16
_1533_,12.15
_1078_,12.14
_1622_,12.14
_2862_,12.14
_0005_,12.12
_0175_,12.12
_0995_,12.12
_1632_,12.12
u_pe_array.u_fifo2.buffer\[5\]\[5\],12.12
_2150_,12.1
u_pe_array.act_from_down\[11\]\[1\],12.1
_0542_,12.08
_1057_,12.08
_2305_,12.08
_3519_,12.08
_1664_,12.06
net317,12.06
_1900_,12.02
u_pe_array.u_fifo1.buffer\[2\]\[5\],12.02
net750,12.02
u_pe_array.act_from_left\[15\]\[0\],12
net230,12
net832,12
_2261_,11.98
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[0\],11.98
u_pe_array.u_fifo1.buffer\[2\]\[0\],11.965
_1141_,11.96
_1522_,11.96
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[11\],11.96
_2114_,11.94
_2395_,11.94
net567,11.94
_1941_,11.92
_2074_,11.9
_2720_,11.88
_3312_,11.88
_0990_,11.86
_1317_,11.86
net191,11.84
u_pe_array.u_fifo2.buffer\[2\]\[3\],11.83
_1327_,11.82
_2144_,11.82
net122,11.82
_1517_,11.8
_1730_,11.8
_1957_,11.8
u_pe_array.act_from_right\[8\]\[10\],11.8
_0656_,11.78
_1026_,11.78
_1477_,11.78
_1981_,11.78
_2406_,11.78
_3001_,11.78
_3115_,11.78
v_in0[5],11.78
net732,11.78
_1753_,11.765
_2463_,11.76
_2611_,11.76
_2992_,11.76
u_pe_array.act_from_left\[13\]\[10\],11.76
_1400_,11.74
_2230_,11.74
_0049_,11.72
_0273_,11.72
_2373_,11.72
_3334_,11.72
u_pe_array.act_from_up\[14\]\[11\],11.72
_1062_,11.71
_0221_,11.7
_2113_,11.7
_2253_,11.7
_2542_,11.7
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.move_reg\[11\],11.7
net632,11.7
net805,11.7
psum_out0[10],11.68
psum_out0[12],11.68
psum_out0[2],11.68
psum_out1[6],11.68
psum_out1[7],11.68
net329,11.665
_0615_,11.66
_2119_,11.66
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[11\],11.66
net372,11.66
net436,11.66
_0042_,11.64
_2183_,11.64
_2960_,11.64
_3466_,11.64
_0951_,11.62
_1023_,11.62
net46,11.62
_3037_,11.6
net344,11.6
_2055_,11.58
_2071_,11.58
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[12\],11.58
u_pe_array.u_fifo2.buffer\[0\]\[0\],11.58
_0399_,11.565
_2547_,11.54
_3144_,11.54
_1018_,11.52
_1350_,11.52
_2398_,11.52
_2798_,11.52
net663,11.52
_3472_,11.5
net392,11.5
net559,11.5
net644,11.48
net421,11.46
net619,11.46
_3271_,11.44
_3378_,11.44
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[0\],11.425
_2251_,11.42
_2533_,11.42
_3148_,11.42
_3327_,11.42
_3288_,11.415
_0389_,11.38
_0391_,11.38
_1226_,11.38
_2321_,11.38
net96,11.38
net225,11.38
_0718_,11.36
_2394_,11.36
_3429_,11.36
u_pe_array.act_from_right\[2\]\[2\],11.36
net286,11.36
net384,11.36
net388,11.36
_1380_,11.34
_2081_,11.34
u_pe_array.u_fifo1.buffer\[3\]\[0\],11.34
_2544_,11.33
_1899_,11.32
u_pe_array.act_from_right\[5\]\[4\],11.32
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[10\],11.32
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[6\],11.32
net703,11.32
_1336_,11.3
_2964_,11.3
u_pe_array.u_fifo1.buffer\[6\]\[2\],11.285
_0564_,11.26
_0666_,11.26
_2722_,11.26
net471,11.26
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[12\],11.25
net195,11.24
net927,11.24
_2574_,11.22
u_pe_array.act_from_down\[1\]\[9\],11.2
net752,11.2
_0526_,11.18
_2451_,11.18
_2585_,11.18
_2755_,11.18
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[9\],11.18
_1943_,11.16
_2660_,11.16
_2913_,11.16
u_pe_array.act_from_down\[3\]\[12\],11.16
net289,11.14
_1377_,11.12
_2420_,11.12
_2693_,11.12
u_pe_array.act_from_left\[15\]\[4\],11.12
net478,11.12
net768,11.12
net933,11.12
_1683_,11.1
_1790_,11.1
_2818_,11.1
_2866_,11.1
u_pe_array.act_from_left\[15\]\[1\],11.1
_2096_,11.08
_0480_,11.065
_1188_,11.06
_2548_,11.06
net186,11.04
net498,11.04
_1402_,11.03
_1233_,11.02
_2692_,11.02
net914,11.02
_1442_,11
_1796_,11
_2095_,11
net163,11
_0182_,10.98
_2528_,10.98
psum_out1[4],10.97
_1695_,10.96
net316,10.96
_3182_,10.94
_0312_,10.92
_0433_,10.92
_2325_,10.92
_3003_,10.92
_3473_,10.92
net857,10.92
_0712_,10.9
_2582_,10.9
net277,10.9
net366,10.9
net517,10.9
net854,10.9
_0885_,10.88
_2475_,10.88
_2943_,10.88
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[0\],10.88
_1154_,10.86
_3179_,10.86
u_pe_array.act_from_left\[15\]\[11\],10.86
_3311_,10.84
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.move_reg\[6\],10.835
_1698_,10.82
net339,10.82
_3377_,10.8
_3510_,10.8
net251,10.8
_0050_,10.78
_0060_,10.78
_0292_,10.78
_0533_,10.78
net493,10.78
net652,10.78
net863,10.78
net881,10.78
_1238_,10.76
_2180_,10.76
_2436_,10.76
_2912_,10.76
_0455_,10.74
_2715_,10.74
_2801_,10.74
_2877_,10.74
_3478_,10.74
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[8\],10.74
net52,10.74
net293,10.74
net516,10.74
net826,10.74
_1881_,10.72
net532,10.72
_3229_,10.705
_1458_,10.7
_3089_,10.7
_3124_,10.7
_1638_,10.68
_1975_,10.68
_0310_,10.66
_1914_,10.66
_2514_,10.66
_2952_,10.66
_3087_,10.66
net452,10.66
_0573_,10.645
_1352_,10.64
net323,10.64
_1792_,10.62
_1915_,10.62
_1931_,10.62
u_fsm.next_state\[0\],10.62
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[12\],10.62
net483,10.62
net827,10.62
net322,10.605
_2042_,10.6
_1058_,10.59
_2019_,10.59
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[12\],10.58
_2455_,10.575
_0183_,10.56
_2271_,10.56
net519,10.56
_1960_,10.54
_2939_,10.54
_3149_,10.54
_0690_,10.52
_1182_,10.52
_1549_,10.52
net774,10.52
_1014_,10.5
_2212_,10.5
_2993_,10.5
_3162_,10.5
_3174_,10.5
_3394_,10.5
net828,10.5
_3475_,10.48
_0352_,10.46
_0907_,10.46
_0942_,10.44
_1628_,10.44
u_pe_array.act_from_right\[8\]\[1\],10.44
_2775_,10.42
_2918_,10.42
_3036_,10.42
net233,10.42
_0483_,10.4
_0492_,10.4
_0657_,10.4
_1719_,10.4
_2177_,10.4
_2831_,10.4
_3114_,10.4
_3372_,10.4
u_pe_array.act_from_down\[9\]\[1\],10.4
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.move_reg\[9\],10.4
_0172_,10.36
_0223_,10.36
_0262_,10.36
_1094_,10.36
_1470_,10.34
_2785_,10.34
_3383_,10.34
_2315_,10.32
_2401_,10.32
_3094_,10.32
net113,10.32
net256,10.32
net424,10.32
net631,10.32
net850,10.32
_2216_,10.3
net928,10.3
u_pe_array.u_fifo2.buffer\[4\]\[4\],10.29
_1275_,10.28
_2526_,10.28
_3083_,10.28
_3292_,10.28
_1929_,10.26
u_pe_array.act_from_down\[9\]\[5\],10.26
_0691_,10.245
_1061_,10.24
_2797_,10.24
_1040_,10.22
_1859_,10.22
net721,10.22
net859,10.22
_1417_,10.2
_2524_,10.2
net209,10.2
net281,10.2
net431,10.2
net848,10.2
net879,10.2
_0451_,10.18
_1718_,10.18
_2895_,10.18
net707,10.18
_0814_,10.165
net86,10.165
u_pe_array.u_fifo2.buffer\[5\]\[3\],10.16
net454,10.16
_1643_,10.14
_1193_,10.12
_2813_,10.12
_0210_,10.1
net315,10.1
net665,10.1
net700,10.1
net875,10.1
_1639_,10.08
u_pe_array.u_fifo1.buffer\[4\]\[2\],10.08
_2950_,10.07
net695,10.06
_0770_,10.045
_3270_,10.04
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[12\],10.04
_3190_,10.02
_2228_,10
net236,10
_2734_,9.995
_2109_,9.985
_0506_,9.98
_0530_,9.98
_0547_,9.98
_0587_,9.98
_1804_,9.98
_2979_,9.98
_3080_,9.98
net628,9.98
net890,9.98
_1705_,9.97
_0179_,9.96
_2389_,9.96
_3163_,9.96
_3464_,9.96
u_pe_array.act_from_left\[5\]\[4\],9.96
net371,9.96
_1508_,9.94
_2577_,9.94
_2653_,9.94
_3223_,9.94
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[9\],9.94
net297,9.94
net681,9.94
net705,9.94
_2733_,9.92
_2959_,9.92
_3411_,9.92
_0364_,9.9
_0693_,9.9
_1763_,9.9
_3096_,9.9
_3259_,9.9
u_pe_array.act_from_down\[9\]\[4\],9.9
u_pe_array.act_from_right\[2\]\[12\],9.9
_1759_,9.88
_1893_,9.88
_3127_,9.88
_1993_,9.875
_0035_,9.86
_1370_,9.86
_3192_,9.86
_3414_,9.86
u_pe_array.act_from_right\[0\]\[1\],9.86
u_pe_array.u_fifo2.buffer\[3\]\[3\],9.86
_1278_,9.84
_1545_,9.84
net749,9.825
_1492_,9.82
_3495_,9.82
u_pe_array.act_from_up\[14\]\[12\],9.82
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[11\],9.82
net561,9.82
_1482_,9.8
_1490_,9.8
_2220_,9.8
_2555_,9.8
net133,9.785
_0079_,9.78
_1326_,9.78
_1553_,9.78
_2975_,9.78
_3305_,9.775
_1703_,9.77
_1510_,9.76
_1809_,9.76
_1337_,9.74
_3013_,9.74
_3142_,9.74
_3147_,9.74
net304,9.74
_1499_,9.72
_1777_,9.72
net840,9.72
_2736_,9.7
u_pe_array.u_fifo1.buffer\[0\]\[2\],9.7
net218,9.7
net264,9.7
net812,9.7
net94,9.685
_1170_,9.68
_2124_,9.67
_0568_,9.665
_0048_,9.66
net368,9.66
net486,9.66
net817,9.66
_0098_,9.64
_0416_,9.64
_2519_,9.64
v_in0[2],9.64
v_in1[2],9.64
