net,length_um
net292,5.38
net450,5.38
net543,5.38
net546,5.38
net787,5.38
_1725_,5.36
_2255_,5.36
u_pe_array.u_fifo1.buffer\[4\]\[1\],5.36
u_pe_array.u_fifo2.buffer\[8\]\[5\],5.36
_0146_,5.34
_0188_,5.34
_1473_,5.34
_1625_,5.34
_2777_,5.34
_3337_,5.34
_3399_,5.34
u_pe_array.act_from_down\[9\]\[7\],5.34
u_pe_array.act_from_left\[13\]\[8\],5.34
u_pe_array.act_from_left\[15\]\[7\],5.34
u_pe_array.act_from_right\[10\]\[1\],5.34
u_pe_array.act_from_right\[13\]\[7\],5.34
u_pe_array.act_from_right\[13\]\[8\],5.34
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[6\],5.34
net466,5.34
net680,5.34
_0758_,5.315
_3285_,5.29
u_pe_array.u_fifo1.buffer\[6\]\[3\],5.285
_1099_,5.28
_1474_,5.28
_1733_,5.28
_1776_,5.28
_2504_,5.28
_2670_,5.28
_2717_,5.28
_3390_,5.28
_0777_,5.265
_0335_,5.26
_0877_,5.26
_0902_,5.26
_1119_,5.26
_1631_,5.26
_2062_,5.26
_2136_,5.26
_2286_,5.26
_3026_,5.26
net88,5.26
net176,5.26
net196,5.26
net409,5.26
_0838_,5.245
_0045_,5.24
_0163_,5.24
_0791_,5.225
_0269_,5.22
_1171_,5.22
_1428_,5.22
_1441_,5.22
_1475_,5.22
_1878_,5.22
_2036_,5.22
_2543_,5.22
_2633_,5.22
_2879_,5.22
_3402_,5.22
_3492_,5.22
_3494_,5.22
_3526_,5.22
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.w_out\[1\],5.22
net699,5.22
h_in0[2],5.19
psum_out0[6],5.19
psum_out1[2],5.19
v_in1[0],5.19
_2837_,5.175
_1311_,5.16
_1916_,5.16
_2405_,5.16
_2472_,5.16
_2752_,5.16
net798,5.16
_0987_,5.14
_1341_,5.14
_2559_,5.14
_2836_,5.14
_3139_,5.14
_3317_,5.14
_3373_,5.14
net103,5.14
_1419_,5.13
net765,5.12
_0295_,5.1
_0685_,5.1
_0888_,5.1
_1357_,5.06
_2419_,5.06
net157,5.06
net376,5.06
net453,5.06
net508,5.06
net569,5.06
net612,5.06
net647,5.06
net677,5.06
net689,5.06
net734,5.06
net745,5.06
net760,5.06
net762,5.06
net767,5.06
net771,5.06
net789,5.06
net796,5.06
net808,5.06
net814,5.06
net834,5.06
net851,5.06
net853,5.06
net873,5.06
net884,5.06
net892,5.06
net902,5.06
net906,5.06
net915,5.06
_0242_,5.04
_0290_,5.04
_0464_,5.04
_0524_,5.04
_0593_,5.04
_1367_,5.04
_2050_,5.04
_3315_,5.04
net78,5.04
net99,5.04
net156,5.04
net180,5.04
net211,5.04
_0367_,5.02
_1385_,5.02
_1773_,5.02
_3197_,5.02
u_pe_array.act_from_right\[8\]\[5\],5.02
u_pe_array.u_fifo1.buffer\[7\]\[5\],5.02
_0828_,5.015
_1690_,5.015
_0637_,5
_1418_,5
_1938_,5
_0775_,4.985
_0376_,4.94
_0490_,4.94
_1635_,4.94
_1669_,4.94
_2120_,4.94
u_pe_array.act_from_right\[10\]\[0\],4.94
_0004_,4.92
_0053_,4.92
_0132_,4.92
_0160_,4.92
_0224_,4.92
_0363_,4.92
_0384_,4.92
_0398_,4.92
_0457_,4.92
_0508_,4.92
_0614_,4.92
_0662_,4.92
_0707_,4.92
_1083_,4.92
_1309_,4.92
_1319_,4.92
_1434_,4.92
_1737_,4.92
_2155_,4.92
_2493_,4.92
_2497_,4.92
_2638_,4.92
_2666_,4.92
_2839_,4.92
_3181_,4.92
_3486_,4.92
u_pe_array.act_from_down\[11\]\[12\],4.92
net90,4.92
net262,4.92
net285,4.92
net341,4.92
net345,4.92
net468,4.92
net585,4.92
net629,4.92
net678,4.92
net687,4.92
net718,4.92
u_pe_array.act_from_left\[5\]\[3\],4.9
u_pe_array.u_fifo1.buffer\[7\]\[1\],4.9
u_pe_array.u_fifo2.buffer\[4\]\[1\],4.9
_0023_,4.88
_0248_,4.88
_0515_,4.88
_0711_,4.88
_1197_,4.88
_1894_,4.88
_1928_,4.88
_2099_,4.88
_2643_,4.88
_2805_,4.88
_3077_,4.88
_3085_,4.88
_3255_,4.88
_3355_,4.88
_3409_,4.88
_3485_,4.88
u_pe_array.act_from_down\[11\]\[5\],4.88
u_pe_array.act_from_left\[13\]\[5\],4.88
net489,4.88
net518,4.88
net793,4.88
_2097_,4.85
h_in1[1],4.85
psum_out1[1],4.85
_0743_,4.845
_0969_,4.82
_1045_,4.82
_1580_,4.82
_1596_,4.82
_1607_,4.82
_1824_,4.82
_1940_,4.82
_2980_,4.82
_3528_,4.82
_1063_,4.815
_0613_,4.8
_0891_,4.8
_1008_,4.8
_1052_,4.8
_1213_,4.8
_1451_,4.8
_1506_,4.8
_1748_,4.8
_1888_,4.8
_2020_,4.8
_2061_,4.8
_2135_,4.8
_2610_,4.8
_2790_,4.8
_2860_,4.8
_3055_,4.8
_3119_,4.8
_3398_,4.8
u_pe_array.u_fifo1.buffer\[0\]\[0\],4.8
u_pe_array.u_fifo1.buffer\[7\]\[3\],4.8
u_pe_array.u_fifo2.buffer\[5\]\[0\],4.8
net307,4.8
net607,4.8
net911,4.8
net940,4.8
u_pe_array.act_from_down\[9\]\[0\],4.78
_1121_,4.76
_1163_,4.76
_1235_,4.76
_1298_,4.76
_1466_,4.76
_1584_,4.76
_1770_,4.76
_2671_,4.76
_2986_,4.76
_3427_,4.76
_3454_,4.76
_3490_,4.76
_3503_,4.76
net30,4.76
net447,4.76
_0745_,4.725
_0011_,4.7
_0751_,4.7
_0815_,4.7
_1192_,4.7
_1937_,4.7
_2520_,4.7
_3088_,4.7
_0166_,4.68
_0375_,4.68
_1084_,4.68
_1668_,4.68
_2040_,4.68
_2078_,4.68
_2123_,4.68
_2215_,4.68
_2926_,4.68
_3024_,4.68
_3183_,4.68
net522,4.68
net898,4.61
_0737_,4.6
net515,4.6
net645,4.6
net668,4.6
net711,4.6
net742,4.6
net791,4.6
net893,4.6
net929,4.6
_0046_,4.58
_0379_,4.58
_0396_,4.58
_0413_,4.58
_0623_,4.58
_0642_,4.58
_0653_,4.58
_1015_,4.58
_1020_,4.58
_1830_,4.58
_1876_,4.58
_2702_,4.58
_2864_,4.58
_3018_,4.58
net126,4.58
net506,4.58
net573,4.58
_1071_,4.575
_0328_,4.56
_0358_,4.56
_1025_,4.56
u_pe_array.u_fifo2.buffer\[7\]\[0\],4.56
u_pe_array.u_fifo2.buffer\[7\]\[5\],4.56
_0282_,4.54
_0331_,4.54
_0592_,4.54
_0670_,4.54
_1615_,4.54
_2017_,4.54
_2262_,4.54
_2379_,4.54
net650,4.54
net918,4.54
_1634_,4.53
_0003_,4.505
_0307_,4.48
_0485_,4.48
_0856_,4.48
_1123_,4.48
_1241_,4.48
_1396_,4.48
_1547_,4.48
_1754_,4.48
_2234_,4.48
_2372_,4.48
_2457_,4.48
_2562_,4.48
_3284_,4.48
net688,4.48
net686,4.475
_0074_,4.46
_0138_,4.46
_0171_,4.46
_0270_,4.46
_0324_,4.46
_0366_,4.46
_0892_,4.46
_1646_,4.46
_1825_,4.46
_2397_,4.46
_2449_,4.46
_2466_,4.46
_2557_,4.46
_2627_,4.46
_3028_,4.46
_3111_,4.46
_3441_,4.46
_3469_,4.46
_3493_,4.46
_3498_,4.46
u_pe_array.act_from_down\[11\]\[2\],4.46
u_pe_array.act_from_left\[13\]\[12\],4.46
u_pe_array.act_from_left\[7\]\[7\],4.46
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[10\],4.46
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.w_out\[1\],4.46
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[10\],4.46
net80,4.46
net107,4.46
net118,4.46
net141,4.46
net199,4.46
net205,4.46
net223,4.46
net818,4.46
_2885_,4.44
u_pe_array.act_from_left\[5\]\[11\],4.44
u_pe_array.u_fifo2.buffer\[0\]\[2\],4.44
_1195_,4.43
_0846_,4.425
_0157_,4.42
_1000_,4.42
_1569_,4.42
_1727_,4.42
_1764_,4.42
_2310_,4.42
_2498_,4.42
_2973_,4.42
_3453_,4.42
u_pe_array.act_from_up\[12\]\[6\],4.42
psum_out0[1],4.39
psum_out1[10],4.39
_0773_,4.385
_1136_,4.36
_1344_,4.36
_1696_,4.36
_1880_,4.36
net422,4.36
net658,4.36
_0065_,4.34
_0173_,4.34
_0466_,4.34
_0937_,4.34
_1202_,4.34
_1534_,4.34
_1560_,4.34
_1969_,4.34
_2098_,4.34
_2161_,4.34
_2175_,4.34
_2484_,4.34
_2826_,4.34
_2934_,4.34
_2961_,4.34
_3406_,4.34
_3479_,4.34
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[6\],4.34
net282,4.34
net694,4.34
net900,4.34
u_pe_array.u_fifo2.buffer\[2\]\[1\],4.325
net84,4.305
net320,4.305
_2412_,4.28
w_in_flat[5],4.27
w_in_flat[7],4.27
_1072_,4.24
_3059_,4.24
_1252_,4.22
_1515_,4.22
_1519_,4.22
_2033_,4.22
_3177_,4.22
_3328_,4.22
net648,4.22
_0102_,4.2
_0167_,4.2
_0038_,4.145
_0979_,4.145
_1055_,4.14
_1281_,4.14
_2026_,4.14
_2423_,4.14
_2679_,4.14
_3146_,4.14
_3335_,4.14
net512,4.14
net525,4.14
net604,4.14
net614,4.14
net720,4.14
net901,4.14
_0114_,4.12
_0147_,4.12
_0256_,4.12
_0414_,4.12
_0504_,4.12
_0529_,4.12
_0594_,4.12
_0603_,4.12
_1075_,4.12
_1947_,4.12
_2219_,4.12
_2287_,4.12
_2387_,4.12
_2988_,4.12
_3326_,4.12
net76,4.12
net115,4.12
net239,4.12
net278,4.12
net358,4.12
net386,4.12
net655,4.12
_1845_,4.1
_3141_,4.1
u_pe_array.act_from_up\[4\]\[12\],4.1
_0798_,4.09
_0822_,4.085
_0847_,4.085
_0085_,4.08
_0997_,4.08
_2351_,4.08
_0837_,4.065
_1088_,4.06
_0136_,4.02
_0709_,4.02
_0792_,4.02
_0800_,4.02
_1077_,4.02
_1221_,4.02
_1838_,4.02
_2512_,4.02
_2907_,4.02
_2933_,4.02
_3020_,4.02
_3049_,4.02
_3313_,4.02
net373,4.02
net778,4.02
_0044_,4
_0083_,4
_0144_,4
_0200_,4
_0213_,4
_0278_,4
_0323_,4
_0373_,4
_0378_,4
_0407_,4
_0444_,4
_0548_,4
_0561_,4
_0580_,4
_0692_,4
_0716_,4
_0717_,4
_0790_,4
_1172_,4
_1185_,4
_1526_,4
_1833_,4
_1872_,4
_1910_,4
_2193_,4
_2521_,4
_2563_,4
_2749_,4
_2754_,4
_2810_,4
_3103_,4
_3248_,4
_3416_,4
_3440_,4
_3509_,4
u_pe_array.act_from_down\[11\]\[11\],4
u_pe_array.act_from_left\[13\]\[7\],4
u_pe_array.act_from_left\[7\]\[10\],4
u_pe_array.act_from_right\[0\]\[8\],4
u_pe_array.act_from_right\[0\]\[9\],4
net105,4
net252,4
net254,4
net311,4
net420,4
net822,4
net824,4
u_pe_array.u_fifo1.buffer\[6\]\[0\],3.985
_0645_,3.98
_1115_,3.98
_3205_,3.98
u_pe_array.u_fifo2.buffer\[4\]\[5\],3.98
u_pe_array.u_fifo2.buffer\[8\]\[2\],3.98
_0817_,3.965
h_in0[4],3.93
psum_out1[12],3.93
w_in_flat[6],3.93
_0776_,3.9
_1579_,3.9
_2165_,3.9
_2647_,3.9
_2650_,3.9
_2984_,3.9
_3129_,3.9
_3247_,3.9
_3500_,3.9
_3501_,3.9
_0088_,3.88
_0124_,3.88
_0428_,3.88
_0889_,3.88
_1019_,3.88
_1345_,3.88
_1398_,3.88
_1555_,3.88
_1572_,3.88
_1655_,3.88
_1672_,3.88
_1889_,3.88
_1959_,3.88
_2030_,3.88
_2051_,3.88
_2198_,3.88
_2199_,3.88
_2277_,3.88
_2285_,3.88
_2388_,3.88
_2604_,3.88
_2793_,3.88
_3042_,3.88
_3227_,3.88
_3273_,3.88
_3430_,3.88
_3508_,3.88
_3511_,3.88
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[10\],3.88
net303,3.88
net919,3.88
_0788_,3.865
_0158_,3.845
_0604_,3.845
net266,3.845
_0726_,3.78
_0766_,3.78
_0780_,3.78
_1155_,3.78
_1269_,3.78
_2464_,3.78
_3061_,3.78
_0062_,3.76
_0154_,3.76
_0279_,3.76
_0497_,3.76
_1921_,3.76
net288,3.76
_0804_,3.705
_1243_,3.68
_1686_,3.68
_2899_,3.68
_3207_,3.68
u_pe_array.act_from_up\[14\]\[7\],3.68
net513,3.68
net521,3.68
net528,3.68
net538,3.68
net541,3.68
net542,3.68
net590,3.68
net673,3.68
net690,3.68
net702,3.68
net714,3.68
net784,3.68
net804,3.68
net888,3.68
net899,3.68
net904,3.68
net923,3.68
_0055_,3.66
_0113_,3.66
_0207_,3.66
_0231_,3.66
_0241_,3.66
_0408_,3.66
_0481_,3.66
_0647_,3.66
_1925_,3.66
_2448_,3.66
_2625_,3.66
_2716_,3.66
_2731_,3.66
_3194_,3.66
net237,3.66
net270,3.66
net309,3.66
net367,3.66
net393,3.66
net399,3.66
net925,3.66
_0650_,3.64
u_pe_array.u_fifo2.buffer\[0\]\[4\],3.64
_0742_,3.625
_0821_,3.625
_0825_,3.625
_0007_,3.56
_0039_,3.56
_0161_,3.56
_0600_,3.56
_0648_,3.56
_1381_,3.56
_1821_,3.56
_1997_,3.56
_2232_,3.56
_2616_,3.56
_3245_,3.56
_3322_,3.56
_3332_,3.56
_2706_,3.555
_1280_,3.55
_0028_,3.54
_0054_,3.54
_0056_,3.54
_0061_,3.54
_0097_,3.54
_0108_,3.54
_0134_,3.54
_0149_,3.54
_0202_,3.54
_0209_,3.54
_0220_,3.54
_0228_,3.54
_0293_,3.54
_0353_,3.54
_0393_,3.54
_0442_,3.54
_0499_,3.54
_0509_,3.54
_0516_,3.54
_0559_,3.54
_0611_,3.54
_0644_,3.54
_0927_,3.54
_0953_,3.54
_0994_,3.54
_1125_,3.54
_1300_,3.54
_1306_,3.54
_1667_,3.54
_1802_,3.54
_1907_,3.54
_1933_,3.54
_2086_,3.54
_2256_,3.54
_2635_,3.54
_2740_,3.54
_2742_,3.54
_2846_,3.54
_3070_,3.54
_3329_,3.54
_3359_,3.54
u_pe_array.act_from_left\[15\]\[6\],3.54
u_pe_array.act_from_left\[15\]\[8\],3.54
u_pe_array.act_from_left\[5\]\[8\],3.54
u_pe_array.act_from_right\[10\]\[12\],3.54
u_pe_array.act_from_right\[13\]\[6\],3.54
u_pe_array.act_from_right\[13\]\[9\],3.54
u_pe_array.u_fifo1.buffer\[0\]\[1\],3.54
net353,3.54
_0129_,3.52
_0300_,3.52
_1314_,3.52
_1600_,3.52
_1886_,3.52
_2566_,3.47
_0783_,3.465
_0503_,3.445
_1636_,3.44
_1649_,3.44
_2172_,3.44
_3228_,3.44
_3395_,3.44
_3482_,3.44
_3531_,3.44
_0024_,3.42
_0859_,3.42
_1179_,3.42
_1247_,3.42
_1320_,3.42
_1359_,3.42
_1408_,3.42
_1422_,3.42
_1594_,3.42
_1610_,3.42
_1724_,3.42
_2044_,3.42
_2064_,3.42
_2221_,3.42
_2428_,3.42
_2453_,3.42
_2502_,3.42
_2609_,3.42
_2614_,3.42
_2748_,3.42
_2833_,3.42
_2881_,3.42
_2890_,3.42
_2924_,3.42
_3035_,3.42
_3172_,3.42
_3196_,3.42
_3209_,3.42
_3345_,3.42
_3524_,3.42
_3541_,3.42
u_pe_array.act_from_left\[15\]\[10\],3.42
net330,3.42
net813,3.42
net924,3.42
_0013_,3.405
_0068_,3.385
_0121_,3.385
_0152_,3.385
_0752_,3.34
_0810_,3.34
_0265_,3.32
_0462_,3.32
_0816_,3.32
_0844_,3.32
_2239_,3.32
net28,3.32
net548,3.32
net788,3.32
net872,3.32
_3279_,3.31
_0164_,3.3
_0671_,3.3
_2761_,3.3
_3321_,3.3
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[7\],3.3
_0012_,3.245
_0848_,3.245
_1409_,3.22
_1552_,3.22
_1558_,3.22
_1684_,3.22
_2084_,3.22
_2416_,3.22
_2573_,3.22
_3370_,3.22
net862,3.22
_0284_,3.2
_0318_,3.2
_0320_,3.2
_0326_,3.2
_0336_,3.2
_0397_,3.2
_0429_,3.2
_0459_,3.2
_0465_,3.2
_0597_,3.2
_0636_,3.2
_0713_,3.2
_1329_,3.2
_2231_,3.2
_2235_,3.2
_2396_,3.2
net221,3.2
net596,3.2
_0569_,3.18
_0797_,3.18
u_pe_array.u_fifo1.buffer\[3\]\[2\],3.18
u_pe_array.u_fifo2.buffer\[8\]\[4\],3.18
_0748_,3.175
_0806_,3.175
_0394_,3.135
_2159_,3.12
_0040_,3.1
_0041_,3.1
_0070_,3.1
_0111_,3.1
_0370_,3.1
_0382_,3.1
_0392_,3.1
_0411_,3.1
_0470_,3.1
_0554_,3.1
_0577_,3.1
_0622_,3.1
_0672_,3.1
_1206_,3.1
_1401_,3.1
_1680_,3.1
_1704_,3.1
_2025_,3.1
_2069_,3.1
_2409_,3.1
_2593_,3.1
_2819_,3.1
_2905_,3.1
_2935_,3.1
_3007_,3.1
_3040_,3.1
_3097_,3.1
_3191_,3.1
_3219_,3.1
_3272_,3.1
_2622_,3.09
_0057_,3.08
_0058_,3.08
_0145_,3.08
_0195_,3.08
_0196_,3.08
_0245_,3.08
_0303_,3.08
_0321_,3.08
_0325_,3.08
_0430_,3.08
_0449_,3.08
_0450_,3.08
_0513_,3.08
_0523_,3.08
_0525_,3.08
_0550_,3.08
_0576_,3.08
_0624_,3.08
_0668_,3.08
_0697_,3.08
_0714_,3.08
_0976_,3.08
_1205_,3.08
_1246_,3.08
_1390_,3.08
_1444_,3.08
_1601_,3.08
_1606_,3.08
_1832_,3.08
_1844_,3.08
_1930_,3.08
_2283_,3.08
_2316_,3.08
_2456_,3.08
_2467_,3.08
_2476_,3.08
_2501_,3.08
_2529_,3.08
_2606_,3.08
_2894_,3.08
_3065_,3.08
_3217_,3.08
_3387_,3.08
u_pe_array.act_from_left\[15\]\[12\],3.08
u_pe_array.act_from_right\[2\]\[0\],3.08
u_pe_array.act_from_up\[12\]\[12\],3.08
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[8\],3.08
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[9\],3.08
net235,3.08
net626,3.08
net754,3.08
net922,3.08
_0733_,3.07
_0794_,3.06
_0757_,3.045
_0827_,3
_1160_,2.98
_1328_,2.98
_1339_,2.98
_2313_,2.98
_2735_,2.98
_2807_,2.98
_3393_,2.98
_3405_,2.98
_1978_,2.975
_1100_,2.97
_1860_,2.97
_0873_,2.96
_1204_,2.96
_1225_,2.96
_1250_,2.96
_1548_,2.96
_1624_,2.96
_1711_,2.96
_1836_,2.96
_1855_,2.96
_1920_,2.96
_2048_,2.96
_2106_,2.96
_2110_,2.96
_2265_,2.96
_2492_,2.96
_2551_,2.96
_2684_,2.96
_2690_,2.96
_2841_,2.96
_2916_,2.96
_2963_,2.96
_2972_,2.96
_3193_,2.96
_3254_,2.96
_3369_,2.96
_3419_,2.96
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.w_out\[1\],2.96
net39,2.96
net418,2.96
_0744_,2.945
_0746_,2.945
_0754_,2.945
_0761_,2.945
_0778_,2.945
_0784_,2.945
_0787_,2.945
_0823_,2.945
_0826_,2.945
_0832_,2.945
_0833_,2.945
_0834_,2.945
_0835_,2.945
_0839_,2.86
_3333_,2.86
_0115_,2.84
_0510_,2.84
_0555_,2.84
_0730_,2.84
_0330_,2.765
_0006_,2.76
_1239_,2.76
_1449_,2.76
_1682_,2.76
_2442_,2.76
u_pe_array.act_from_right\[0\]\[10\],2.76
net616,2.76
net757,2.76
_0018_,2.74
_0126_,2.74
_0141_,2.74
_0151_,2.74
_0197_,2.74
_0214_,2.74
_0233_,2.74
_0252_,2.74
_0254_,2.74
_0317_,2.74
_0322_,2.74
_0359_,2.74
_0388_,2.74
_0390_,2.74
_0422_,2.74
_0424_,2.74
_0443_,2.74
_0475_,2.74
_0484_,2.74
_0537_,2.74
_0591_,2.74
_0612_,2.74
_0799_,2.74
_1043_,2.74
_2421_,2.74
_3079_,2.74
net290,2.74
net527,2.74
net799,2.74
net858,2.74
net932,2.74
_0736_,2.72
net891,2.72
_0747_,2.715
_0505_,2.665
_3016_,2.66
_0087_,2.64
_0238_,2.64
_0643_,2.64
_0646_,2.64
_0719_,2.64
_1504_,2.64
_1853_,2.64
_1966_,2.64
_2157_,2.64
_2192_,2.64
_2531_,2.64
_0059_,2.62
_0073_,2.62
_0127_,2.62
_0198_,2.62
_0229_,2.62
_0237_,2.62
_0266_,2.62
_0309_,2.62
_0327_,2.62
_0346_,2.62
_0368_,2.62
_0395_,2.62
_0401_,2.62
_0471_,2.62
_0496_,2.62
_0522_,2.62
_0546_,2.62
_0617_,2.62
_0635_,2.62
_0684_,2.62
_1145_,2.62
_1164_,2.62
_1330_,2.62
_1386_,2.62
_1614_,2.62
_1827_,2.62
_1849_,2.62
_1961_,2.62
_2049_,2.62
_2094_,2.62
_2191_,2.62
_2249_,2.62
_2645_,2.62
_2668_,2.62
_2672_,2.62
_2840_,2.62
_3308_,2.62
_3353_,2.62
_3421_,2.62
_3507_,2.62
_3520_,2.62
_3522_,2.62
_3539_,2.62
u_pe_array.act_from_down\[11\]\[8\],2.62
u_pe_array.act_from_down\[1\]\[8\],2.62
u_pe_array.act_from_left\[13\]\[11\],2.62
u_pe_array.act_from_left\[13\]\[3\],2.62
u_pe_array.act_from_right\[0\]\[3\],2.62
u_pe_array.act_from_right\[10\]\[2\],2.62
u_pe_array.act_from_right\[13\]\[4\],2.62
u_pe_array.act_from_right\[2\]\[4\],2.62
u_pe_array.act_from_up\[14\]\[8\],2.62
net438,2.62
net476,2.62
net523,2.62
net725,2.62
net833,2.62
net887,2.62
net889,2.62
_0768_,2.595
_3367_,2.55
_0728_,2.545
_0774_,2.545
_0830_,2.545
_0840_,2.545
_1117_,2.52
_1448_,2.52
_2307_,2.52
_2640_,2.52
_2662_,2.52
_3461_,2.52
_3481_,2.52
_3518_,2.52
_3537_,2.52
net602,2.52
_0369_,2.5
_0427_,2.5
_0896_,2.5
_1004_,2.5
_1157_,2.5
_1288_,2.5
_1457_,2.5
_1503_,2.5
_1612_,2.5
_1755_,2.5
_1794_,2.5
_1868_,2.5
_1958_,2.5
_2259_,2.5
_2299_,2.5
_2481_,2.5
_2814_,2.5
_2957_,2.5
_3009_,2.5
_3053_,2.5
_3057_,2.5
_3200_,2.5
_3497_,2.5
_3523_,2.5
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.w_out\[0\],2.5
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.w_out\[1\],2.5
net296,2.5
net331,2.5
_0841_,2.495
_0474_,2.465
_0477_,2.465
net101,2.465
_1905_,2.425
_2446_,2.4
_3319_,2.4
net654,2.4
net779,2.4
_0724_,2.375
_0760_,2.375
_0727_,2.325
_0786_,2.325
_0796_,2.305
_0731_,2.3
_1245_,2.3
_1439_,2.3
_1484_,2.3
_1489_,2.3
_1498_,2.3
_1793_,2.3
_1903_,2.3
_1963_,2.3
_2525_,2.3
_2530_,2.3
_2554_,2.3
_2590_,2.3
_2884_,2.3
_3134_,2.3
_3300_,2.3
_0001_,2.28
_0067_,2.28
_0072_,2.28
_0080_,2.28
_0168_,2.28
_0205_,2.28
_0218_,2.28
_0234_,2.28
_0288_,2.28
_0319_,2.28
_0329_,2.28
_0343_,2.28
_0412_,2.28
_0423_,2.28
_0463_,2.28
_0494_,2.28
_0512_,2.28
_0549_,2.28
_0572_,2.28
_0588_,2.28
_0590_,2.28
_0610_,2.28
_0734_,2.28
_0789_,2.28
_1829_,2.28
_1950_,2.28
_2365_,2.28
_2769_,2.28
_2821_,2.28
_3168_,2.28
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.w_out\[0\],2.28
_0725_,2.255
_0750_,2.255
_0808_,2.255
_0811_,2.255
_0818_,2.255
net479,2.22
_0289_,2.205
_0803_,2.205
_0123_,2.18
_0128_,2.18
_0150_,2.18
_0181_,2.18
_0191_,2.18
_0219_,2.18
_0227_,2.18
_0244_,2.18
_0255_,2.18
_0286_,2.18
_0297_,2.18
_0371_,2.18
_0380_,2.18
_0406_,2.18
_0469_,2.18
_0500_,2.18
_0609_,2.18
_0626_,2.18
_0633_,2.18
_0634_,2.18
_0640_,2.18
_0652_,2.18
_0660_,2.18
_0664_,2.18
_1002_,2.18
_1194_,2.18
_1343_,2.18
_1364_,2.18
_1647_,2.18
_1982_,2.18
_2047_,2.18
_2485_,2.18
_2940_,2.18
_3069_,2.18
_3091_,2.18
net146,2.18
net170,2.18
net271,2.18
net739,2.18
net836,2.18
net908,2.18
net916,2.18
net930,2.18
_2620_,2.175
_0016_,2.16
_0104_,2.16
_0259_,2.16
_0285_,2.16
_0333_,2.16
_0360_,2.16
_0387_,2.16
_0404_,2.16
_0498_,2.16
_0507_,2.16
_0517_,2.16
_0536_,2.16
_0584_,2.16
_0589_,2.16
_0677_,2.16
_0702_,2.16
_0715_,2.16
_1024_,2.16
_1035_,2.16
_1038_,2.16
_1282_,2.16
_1308_,2.16
_1736_,2.16
_1781_,2.16
_2088_,2.16
_2118_,2.16
_2170_,2.16
_2267_,2.16
_2290_,2.16
_2314_,2.16
_2576_,2.16
_2588_,2.16
_2949_,2.16
_2996_,2.16
_3005_,2.16
_3150_,2.16
_3158_,2.16
_3252_,2.16
_3274_,2.16
_3314_,2.16
_3323_,2.16
_3432_,2.16
_3512_,2.16
u_pe_array.act_from_left\[13\]\[1\],2.16
u_pe_array.act_from_right\[2\]\[1\],2.16
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.w_out\[0\],2.16
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.w_out\[1\],2.16
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[7\],2.16
net300,2.16
net540,2.16
net598,2.16
net917,2.16
_0756_,2.125
_0772_,2.125
_0763_,2.085
_0820_,2.06
_1438_,2.06
_1472_,2.06
_2274_,2.06
_2489_,2.06
_3457_,2.06
_3538_,2.06
u_pe_array.act_from_left\[5\]\[7\],2.06
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.w_out\[1\],2.06
_0216_,2.04
_0421_,2.04
_1139_,2.04
_1207_,2.04
_1254_,2.04
_1289_,2.04
_1342_,2.04
_1375_,2.04
_1775_,2.04
_1877_,2.04
_2146_,2.04
_2308_,2.04
_2438_,2.04
_2516_,2.04
_2764_,2.04
_2873_,2.04
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.w_out\[1\],2.04
_0374_,2.005
_0682_,2.005
_2968_,1.95
_1678_,1.94
_3467_,1.94
net497,1.94
_0741_,1.865
_0749_,1.865
_0753_,1.865
_0769_,1.865
_0809_,1.865
_0813_,1.865
_0845_,1.865
_0849_,1.865
_0002_,1.845
_0461_,1.845
_0538_,1.845
_1098_,1.845
_1843_,1.84
_1902_,1.84
_2556_,1.84
_2904_,1.84
_3133_,1.84
net111,1.84
net148,1.84
net402,1.84
net414,1.84
net433,1.84
net448,1.84
net491,1.84
net780,1.84
net803,1.84
net870,1.84
_0031_,1.82
_0037_,1.82
_0076_,1.82
_0105_,1.82
_0192_,1.82
_0251_,1.82
_0253_,1.82
_0287_,1.82
_0357_,1.82
_0405_,1.82
_0473_,1.82
